target_id	length	eff_length	est_counts	tpm
Solyd01g052650.1	927	748	2	0.314933
Solyd01g052660.1	2601	2422	13	0.632207
Solyd01g052670.1	438	259	7	3.18338
Solyd01g052680.1	762	583	0	0
Solyd01g052700.1	1164	985	77.5186	9.26957
Solyd01g052690.1	843	664	0	0
Solyd01g052720.1	759	580	93	18.8862
Solyd01g052710.1	1144	965	172.481	21.0526
Solyd01g052730.1	843	664	518	91.8865
Solyd01g052740.1	1611	1432	373.425	30.715
Solyd01g052750.1	965	786	16.0431	2.40411
Solyd01g052760.1	612	433	153.787	41.8332
Solyd01g052770.1	684	505	29.7869	6.94742
Solyd01g052780.1	1327	1148	255.575	26.222
Solyd01g052790.1	725	546	109.957	23.7203
Solyd01g052800.1	612	433	4.21333	1.14611
Solyd01g052810.1	840	661	12.8789	2.29492
Solyd01g052820.1	702	523	121.772	27.4243
Solyd01g052830.1	798	619	8.84407	1.68287
Solyd01g052840.1	537	358	1	0.329008
Solyd01g052850.1	840	661	0	0
Solyd01g052860.1	2514	2335	84	4.23723
Solyd01g052870.1	1869	1690	3.15593	0.219953
Solyd01g052880.1	816	637	78.2281	14.4648
Solyd01g052890.1	690	511	9	2.07449
Solyd01g052900.1	1440	1261	59	5.51096
Solyd01g052920.1	525	346	44	14.9784
Solyd01g052910.1	549	370	29	9.2318
Solyd01g052930.1	1029	850	59	8.17567
Solyd01g052940.1	549	370	0	0
Solyd01g052950.1	1146	967	8	0.974437
Solyd01g052960.1	384	205	0	0
Solyd01g052970.1	970	791	77	11.4658
Solyd01g052980.1	2976	2797	16	0.673779
Solyd01g052990.1	474	295	516	206.024
Solyd01g053000.1	381	202	15	8.74641
Solyd01g053010.1	2448	2269	69	3.58183
Solyd01g053020.1	543	364	10	3.23585
Solyd01g053030.1	891	712	74	12.2417
Solyd01g053040.1	999	820	373.911	53.7086
Solyd01g053050.1	609	430	132.874	36.3968
Solyd01g053060.1	1134	955	0	0
Solyd01g053070.1	306	127	296.089	274.606
Solyd01g053080.1	648	469	150.126	37.7027
Solyd01g053090.1	714	535	0	0
Solyd01g053100.1	1074	895	123.653	16.2732
Solyd01g053110.1	2382	2203	8.33971	0.445889
Solyd01g053120.1	2796	2617	5.0072	0.225363
Solyd01g053130.1	1119	940	4060	508.731
Solyd01g053140.1	1212	1033	3	0.342067
Solyd01g053150.1	1522	1343	0	0
Solyd01g053160.1	7377	7198	177	2.89635
Solyd01g053170.1	1001	822	3050	437.037
Solyd01g053180.1	573	394	9	2.69052
Solyd01g053190.1	1017	838	1245	174.991
Solyd01g053200.1	1248	1069	286	31.5122
Solyd01g053210.1	1113	934	7	0.882757
Solyd01g053220.1	861	682	14	2.41787
Solyd01g053230.1	1206	1027	306	35.0947
Solyd01g053240.1	1296	1117	879	92.6885
Solyd01g053250.1	354	175	305.608	205.691
Solyd01g053260.1	261	82.002	131.392	188.728
Solyd01g053270.1	654	475	31	7.68702
Solyd01g053280.1	1464	1285	3547	325.123
Solyd01g053290.1	5199	5020	337	7.90708
Solyd01g053300.1	2092	1913	77	4.74095
Solyd01g053310.1	2875	2696	144	6.29119
Solyd01g053320.1	1559	1380	68	5.8039
Solyd01g053330.1	2133	1954	184	11.0913
Solyd01g053340.1	1833	1654	387	27.5591
Solyd01g053350.1	978	799	0	0
Solyd01g053360.1	1210	1031	138	15.7656
Solyd01g053370.1	1308	1129	36	3.75577
Solyd01g053380.1	1269	1090	324	35.0113
Solyd01g053390.1	1806	1627	4179	302.534
Solyd01g053400.1	585	406	0	0
Solyd01g053410.1	558	379	92	28.5916
Solyd01g053420.1	453	274	42	18.0546
Solyd01g053430.1	444	265	202	89.7833
Solyd01g053440.1	1221	1042	292	33.0069
Solyd01g053450.1	1374	1195	106	10.4479
Solyd01g053460.1	954	775	0	0
Solyd01g053470.1	2399	2220	510	27.0587
Solyd01g053480.1	2989	2810	240	10.0599
Solyd01g053490.1	1972	1793	409	26.8679
Solyd01g053500.1	894	715	109	17.956
Solyd01g053510.1	408	229	1	0.514345
Solyd01g053520.1	372	193	146	89.1016
Solyd01g053530.1	879	700	290	48.7966
Solyd01g053540.1	2502	2323	0	0
Solyd01g053550.1	1758	1579	5	0.372973
Solyd01g053560.1	750	571	16.7777	3.46088
Solyd01g053570.1	2169	1990	60	3.55131
Solyd01g053580.1	2685	2506	0	0
Solyd01g053590.1	2082	1903	0	0
Solyd01g053600.1	2442	2263	2	0.104096
Solyd01g053610.1	1848	1669	21.1953	1.4958
Solyd01g053620.1	1002	823	7	1.00182
Solyd01g053630.1	1980	1801	0	0
Solyd01g053640.1	1755	1576	0	0
Solyd01g053650.1	591	412	22.6667	6.48008
Solyd01g053660.1	583	404	25.8333	7.53163
Solyd01g053670.1	591	412	26	7.43303
Solyd01g053680.1	1821	1642	25.6289	1.83843
Solyd01g053690.1	1083	904	222.217	28.9534
Solyd01g053700.1	1602	1423	576.443	47.7136
Solyd01g053710.1	750	571	0	0
Solyd01g053720.1	405	226	0	0
Solyd01g053730.1	1623	1444	904.557	73.7834
Solyd01g053740.1	1635	1456	0	0
Solyd01g053750.1	462	283	62	25.8045
Solyd01g053760.1	1083	904	46.7826	6.09545
Solyd01g053770.1	1870	1691	8.37109	0.58308
Solyd01g053780.1	399	220	6	3.21232
Solyd01g053790.1	583	404	5.16667	1.50633
Solyd01g053800.1	591	412	11.3333	3.24004
Solyd01g053810.1	1824	1645	0	0
Solyd01g053820.1	930	751	0	0
Solyd01g053830.1	939	760	4	0.619921
Solyd01g053840.1	255	76.0064	0	0
Solyd01g053850.1	993	814	5	0.723495
Solyd01g053860.1	2634	2455	295.805	14.192
Solyd01g053870.1	1597	1418	137	11.3798
Solyd01g053880.1	1950	1771	50	3.32538
Solyd01g053890.1	434	255	11	5.08092
Solyd01g053900.1	1938	1759	66	4.41945
Solyd01g053910.1	1882	1703	0	0
Solyd01g053920.1	1515	1336	2	0.176325
Solyd01g053930.1	1182	1003	9	1.05689
Solyd01g053940.1	762	583	0	0
Solyd01g053950.1	1788	1609	124	9.07728
Solyd01g053960.1	657	478	34	8.37801
Solyd01g053970.1	910	731	2	0.322257
Solyd01g053980.1	858	679	38	6.5918
Solyd01g053990.1	1200	1021	1	0.115362
Solyd01g054000.1	1515	1336	2	0.176325
Solyd01g054010.1	2245	2066	4	0.228045
Solyd01g054020.1	1047	868	238	32.2959
Solyd01g054030.1	2205	2026	0	0
Solyd01g054040.1	762	583	0	0
Solyd01g054050.1	2922	2743	4	0.171761
Solyd01g054060.1	773	594	4.83996	0.959721
Solyd01g054070.1	567	388	0	0
Solyd01g054080.1	828	649	2.16004	0.39202
Solyd01g054090.1	1406	1227	163	15.6471
Solyd01g054100.1	1614	1435	20	1.6416
Solyd01g054110.1	630	451	8	2.08931
Solyd01g054120.1	2694	2515	270	12.6449
Solyd01g054130.1	735	556	112.005	23.7276
Solyd01g054140.1	1746	1567	194	14.5822
Solyd01g054150.1	1011	832	1	0.141569
Solyd01g054160.1	714	535	85	18.7135
Solyd01g054170.1	1020	841	180	25.2096
Solyd01g054180.1	1515	1336	2.0921	0.184445
Solyd01g054190.1	603	424	27.9946	7.77675
Solyd01g054200.1	1754	1575	0	0
Solyd01g054210.1	891	712	0	0
Solyd01g054220.1	1729	1550	10.9079	0.828895
Solyd01g054230.1	1308	1129	695	72.5072
Solyd01g054240.1	1419	1240	769	73.0457
Solyd01g054250.1	1119	940	0	0
Solyd01g054260.1	1506	1327	0	0
Solyd01g054270.1	1317	1138	241	24.9439
Solyd01g054280.1	1329	1150	15	1.53633
Solyd01g054290.1	1340	1161	17	1.72467
Solyd01g054300.1	942	763	28	4.32239
Solyd01g054310.1	795	616	34	6.50112
Solyd01g054320.1	450	271	721.742	313.691
Solyd01g054330.1	2980	2801	1014.63	42.6662
Solyd01g054340.1	1287	1108	2008	213.459
Solyd01g054350.1	450	271	1812.03	787.565
Solyd01g054360.1	5239	5060	845.371	19.6783
Solyd01g054370.1	2265	2086	0	0
Solyd01g054380.1	519	340	44	15.2428
Solyd01g054390.1	729	550	84	17.989
Solyd01g054400.1	1203	1024	440.856	50.7092
Solyd01g054410.1	957	778	365	55.259
Solyd01g054420.1	1203	1024	589.144	67.7659
Solyd01g054430.1	297	118	523.803	522.849
Solyd01g054440.1	1467	1288	11.2903	1.03247
Solyd01g054450.1	495	316	0	0
Solyd01g054460.1	516	337	0	0
Solyd01g054470.1	297	118	451.197	450.375
Solyd01g054480.1	2238	2059	261.71	14.9711
Solyd01g054490.1	1161	982	19	2.27894
Solyd01g054500.1	2228	2049	533	30.639
Solyd01g054510.1	1218	1039	263	29.8147
Solyd01g054520.1	1794	1615	138	10.0646
Solyd01g054530.1	609	430	22	6.02621
Solyd01g054540.1	2244	2065	345	19.6784
Solyd01g054550.1	339	160	106	78.0326
Solyd01g054560.1	1398	1219	64	6.18395
Solyd01g054570.1	387	208	0	0
Solyd01g054580.1	508	329	14	5.01213
Solyd01g054590.1	1219	1040	49	5.54949
Solyd01g054600.1	1959	1780	0	0
Solyd01g054610.1	1745	1566	565	42.4959
Solyd01g054620.1	1122	943	37	4.62147
Solyd01g054630.1	1059	880	9	1.20462
Solyd01g054650.1	669	490	1	0.240378
Solyd01g054640.1	639	460	3	0.768163
Solyd01g054660.1	4086	3907	50	1.50736
Solyd01g054670.1	948	769	0	0
Solyd01g054680.1	2205	2026	478	27.7894
Solyd01g054690.1	348	169	2	1.39391
Solyd01g054700.1	1052	873	204	27.5236
Solyd01g054710.1	1440	1261	2	0.186812
Solyd01g054720.1	1443	1264	7	0.65229
Solyd01g054730.1	3683	3504	273	9.17674
Solyd01g054740.1	1422	1243	74	7.01214
Solyd01g054750.1	832	653	94	16.9553
Solyd01g054760.1	2382	2203	198	10.5862
Solyd01g054770.1	1629	1450	512.356	41.6192
Solyd01g054780.1	471	292	1.10606	0.446156
Solyd01g054790.1	735	556	28.538	6.04559
Solyd01g054800.1	1257	1078	0	0
Solyd01g054810.1	1281	1102	0	0
Solyd01g054820.1	1257	1078	0	0
Solyd01g054830.1	1281	1102	1	0.106883
Solyd01g054840.1	1281	1102	0	0
Solyd01g054850.1	1170	991	11	1.3074
Solyd01g054860.1	1227	1048	0	0
Solyd01g054870.1	348	169	0	0
Solyd01g054880.1	870	691	0	0
Solyd01g054890.1	1524	1345	45.7691	4.00811
Solyd01g054900.1	318	139	1	0.847374
Solyd01g054910.1	1479	1300	13	1.17785
Solyd01g054920.1	624	445	3.2309	0.855171
Solyd01g054930.1	657	478	17	4.18901
Solyd01g054940.1	1179	1000	79	9.30502
Solyd01g054950.1	993	814	0	0
Solyd01g054960.1	939	760	0	0
Solyd01g054970.1	1053	874	0	0
Solyd01g054980.1	1161	982	0	0
Solyd01g054990.1	357	178	1	0.661714
Solyd01g055000.1	1002	823	0	0
Solyd01g055010.1	555	376	0	0
Solyd01g055020.1	792	613	1020	195.988
Solyd01g055030.1	543	364	0	0
Solyd01g055040.1	552	373	102	32.2093
Solyd01g055050.1	660	481	92	22.5285
Solyd01g055060.1	2451	2272	0	0
Solyd01g055070.1	972	793	98	14.556
Solyd01g055080.1	801	622	0	0
Solyd01g055090.1	570	391	0	0
Solyd01g055100.1	2376	2197	0	0
Solyd01g055110.1	1299	1120	0	0
Solyd01g055120.1	1125	946	38	4.73132
Solyd01g055130.1	552	373	0	0
Solyd01g055140.1	636	457	164.227	42.327
Solyd01g055150.1	495	316	0	0
Solyd01g055160.1	528	349	0	0
Solyd01g055170.1	288	109	0	0
Solyd01g055180.1	1914	1735	96.3113	6.53835
Solyd01g055190.1	519	340	39.1417	13.5597
Solyd01g055200.1	1914	1735	18.5165	1.25704
Solyd01g055210.1	288	109	0	0
Solyd01g055220.1	528	349	0	0
Solyd01g055230.1	1914	1735	248.172	16.8478
Solyd01g055240.1	492	313	62.8583	23.6542
Solyd01g055250.1	603	424	89.3281	24.8149
Solyd01g055260.1	489	310	5.27702	2.00501
Solyd01g055270.1	534	355	59.3949	19.7066
Solyd01g055280.1	597	418	0	0
Solyd01g055290.1	573	394	0	0
Solyd01g055300.1	1044	865	23.9798	3.26527
Solyd01g055310.1	1107	928	0	0
Solyd01g055320.1	1356	1177	25.0202	2.50383
Solyd01g055330.1	912	733	4	0.642756
Solyd01g055340.1	765	586	0	0
Solyd01g055350.1	687	508	16.4984	3.82532
Solyd01g055360.1	702	523	55.5016	12.4995
Solyd01g055370.1	390	211	1	0.558223
Solyd01g055380.1	459	280	258	108.53
Solyd01g055390.1	360	181	0	0
Solyd01g055400.1	2535	2356	182.251	9.11139
Solyd01g055410.1	357	178	0	0
Solyd01g055420.1	1398	1219	0	0
Solyd01g055430.1	597	418	1	0.281782
Solyd01g055440.1	2536	2357	336.749	16.8282
Solyd01g055450.1	255	76.0064	42	65.0862
Solyd01g055460.1	816	637	3932	727.05
Solyd01g055470.1	957	778	32	4.84463
Solyd01g055480.1	903	724	0	0
Solyd01g055490.1	445	266	4.12736	1.8276
Solyd01g055500.1	393	214	0	0
Solyd01g055510.1	312	133	0	0
Solyd01g055520.1	1974	1795	3	0.196855
Solyd01g055530.1	363	184	0	0
Solyd01g055540.1	993	814	0	0
Solyd01g055550.1	1995	1816	16.8726	1.09435
Solyd01g055560.1	1245	1066	18.2261	2.01385
Solyd01g055570.1	1170	991	1.0358	0.12311
Solyd01g055580.1	1320	1141	16.7739	1.73156
Solyd01g055590.1	999	820	70.9642	10.1933
Solyd01g055600.1	789	610	0	0
Solyd01g055610.1	1041	862	25	3.41604
Solyd01g055620.1	894	715	190	31.2995
Solyd01g055630.1	1350	1171	44	4.42574
Solyd01g055640.1	332	153	7	5.38886
Solyd01g055650.1	2196	2017	53	3.095
Solyd01g055660.1	1784	1605	1894.85	139.056
Solyd01g055670.1	627	448	131.146	34.4801
Solyd01g055680.1	1845	1666	0	0
Solyd01g055690.1	1713	1534	6	0.460698
Solyd01g055700.1	2176	1997	3916	230.97
Solyd01g055710.1	1464	1285	1	0.0916615
Solyd01g055720.1	552	373	77.5	24.4728
Solyd01g055730.1	480	301	152	59.4795
Solyd01g055740.1	765	586	155	31.1547
Solyd01g055750.1	1337	1158	45	4.57714
Solyd01g055760.1	468	289	32	13.0419
Solyd01g055770.1	708	529	0	0
Solyd01g055780.1	480	301	0	0
Solyd01g055790.1	765	586	194	38.9937
Solyd01g055800.1	552	373	77.5	24.4728
Solyd01g055810.1	641	462	176	44.8705
Solyd01g055820.1	483	304	0	0
Solyd01g055830.1	801	622	0	0
Solyd01g055840.1	801	622	30	5.68095
Solyd01g055850.1	1023	844	0	0
Solyd01g055860.1	1521	1342	0	0
Solyd01g055870.1	315	136	149	129.044
Solyd01g055880.1	1041	862	28	3.82596
Solyd01g055890.1	1224	1045	14	1.57798
Solyd01g055900.1	297	118	0	0
Solyd01g055910.1	315	136	0	0
Solyd01g055920.1	576	397	152	45.0965
Solyd01g055930.1	852	673	2	0.35003
Solyd01g055940.1	402	223	0	0
Solyd01g055950.1	1551	1372	0	0
Solyd01g055960.1	858	679	85	14.7448
Solyd01g055970.1	795	616	1.38438e-05	2.64707e-06
Solyd01g055980.1	1818	1639	15	1.07796
Solyd01g055990.1	1323	1144	33	3.39764
Solyd01g056000.1	651	472	0	0
Solyd01g056010.1	1755	1576	4	0.298947
Solyd01g056020.1	888	709	115.789	19.2359
Solyd01g056030.1	459	280	177.192	74.5379
Solyd01g056040.1	888	709	159.211	26.4494
Solyd01g056050.1	1341	1162	187.73	19.029
Solyd01g056060.1	1428	1249	34	3.20632
Solyd01g056070.1	1197	1018	256.772	29.7091
Solyd01g056080.1	1518	1339	40	3.5186
Solyd01g056090.1	1323	1144	276.078	28.4247
Solyd01g056100.1	1428	1249	0	0
